,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
4876,5731,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][c:6]([C:7]#[N:8])[n:9][o:10]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][c:6]([C:7]#[N:8])[n:9][o:10]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][c:6]([C:7]#[N:8])[n:9][o:10]1,13.4,149.849388,-18.359707660338664,234.0298545,70.7643027,0.15068365731443184
4877,5732,[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][cH:7]1.[CH:8]([CH3:9])[CH3:10]>>[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10],[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10],21.2,156.9151506,-6.13477746881002,203.60189459999998,108.2580252,0.15465293594412807
4878,5733,[CH3:1][O:2][c:3]1[cH:4][cH:5][o:6][n:7]1.[CH:8]([CH3:9])[CH3:10]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:8]([CH3:9])[CH3:10])[o:6][n:7]1,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:8]([CH3:9])[CH3:10])[o:6][n:7]1,15.2,156.9151506,-16.510645278598588,203.60189459999998,108.2580252,0.1494777435423708
4879,5734,[CH3:1][CH:2][CH3:3].[cH:4]1[n:5][o:6][cH:7][c:8]1[C:9]#[N:10]>>[CH3:1][CH:2]([CH3:3])[c:4]1[n:5][o:6][cH:7][c:8]1[C:9]#[N:10],[CH3:1][CH:2]([CH3:3])[c:4]1[n:5][o:6][cH:7][c:8]1[C:9]#[N:10],16.9,148.31198849999998,-8.297314981010473,229.23567809999997,74.02107960000001,0.14192148391635406
4880,5735,[CH3:1][CH:2][CH3:3].[cH:4]1[o:5][n:6][cH:7][c:8]1[C:9]#[N:10]>>[CH3:1][CH:2]([CH3:3])[c:4]1[o:5][n:6][cH:7][c:8]1[C:9]#[N:10],[CH3:1][CH:2]([CH3:3])[c:4]1[o:5][n:6][cH:7][c:8]1[C:9]#[N:10],10.4,148.31198849999998,-22.991603071649983,229.23567809999997,74.02107960000001,0.14763338929829664
4881,5736,[CH3:1][O:2][c:3]1[cH:4][o:5][n:6][cH:7]1.[CH:8]([CH3:9])[CH3:10]>>[CH3:1][O:2][c:3]1[cH:4][o:5][n:6][c:7]1[CH:8]([CH3:9])[CH3:10],[CH3:1][O:2][c:3]1[cH:4][o:5][n:6][c:7]1[CH:8]([CH3:9])[CH3:10],17.2,139.2758445,-9.980417910439392,191.6164536,102.60416010000002,0.15932561051690264
4882,5737,[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][cH:7]1.[CH:8]([CH3:9])[CH3:10]>>[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][c:7]1[CH:8]([CH3:9])[CH3:10],[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][c:7]1[CH:8]([CH3:9])[CH3:10],13.7,139.2758445,-24.0301095313324,191.6164536,102.60416010000002,0.18463398917438406
4883,5738,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][c:6]([C:7]#[N:8])[o:9][n:10]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][c:6]([C:7]#[N:8])[o:9][n:10]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][c:6]([C:7]#[N:8])[o:9][n:10]1,17.3,136.6152021,-6.309860916446774,229.09135080000001,62.4686205,0.1497266054128495
4884,5739,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][n:6][o:7][c:8]1[C:9]#[N:10]>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][n:6][o:7][c:8]1[C:9]#[N:10],[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][n:6][o:7][c:8]1[C:9]#[N:10],13.8,136.6152021,-13.7294481674897,229.09135080000001,62.4686205,0.15126225900261542
4885,5740,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][o:7]1.[CH:8]([CH3:9])[CH3:10]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:8]([CH3:9])[CH3:10])[n:6][o:7]1,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:8]([CH3:9])[CH3:10])[n:6][o:7]1,19.6,150.2133438,-4.633328016721956,190.5183111,114.63980190000001,0.14590357590029882
4886,5741,[CH3:1][O:2][c:3]1[o:4][n:5][cH:6][cH:7]1.[CH:8]([CH3:9])[CH3:10]>>[CH3:1][O:2][c:3]1[o:4][n:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10],[CH3:1][O:2][c:3]1[o:4][n:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10],25.8,150.2133438,0.9504266460045488,190.5183111,114.63980190000001,0.16859212395082657
4887,5742,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[n:9][o:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[n:9][o:10][cH:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[n:9][o:10][cH:11]1,20.0,149.849388,-11.363491366164604,238.1337699,131.9339775,0.17138372085365006
4888,5743,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][o:11][n:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[n:12][o:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[n:12][o:11]1,15.4,149.849388,-24.374024544460234,238.1337699,131.9339775,0.18409826453365374
4889,5744,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[n:9][o:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[n:9][o:10][cH:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[n:9][o:10][cH:11]1,18.1,156.9151506,-11.545906640543517,207.70580999999999,169.42770000000002,0.1521392499639978
4890,5745,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][o:11][n:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[n:12][o:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[n:12][o:11]1,15.3,156.9151506,-23.70699521964889,207.70580999999999,169.42770000000002,0.17304573526518632
4891,5746,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][o:10][n:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][o:10][n:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][o:10][n:11]1,19.3,148.31198849999998,-13.200832488405071,233.33959349999998,135.1907544,0.17463467725134396
4892,5747,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][n:10][o:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][n:10][o:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][n:10][o:11]1,14.2,148.31198849999998,-27.478606424020363,233.33959349999998,135.1907544,0.18838196085551226
4893,5748,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][o:10][n:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][o:10][n:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][o:10][n:11]1,19.2,139.2758445,-15.457450064904934,195.720369,163.7738349,0.19334813677940013
4894,5749,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][n:10][o:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][n:10][o:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][n:10][o:11]1,12.5,139.2758445,-28.938894985218273,195.720369,163.7738349,0.19364052387856195
4895,5750,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][n:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[o:12][n:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[o:12][n:11]1,19.5,136.6152021,-13.317036045293662,233.1952662,123.63829529999998,0.19147589448719798
4896,5751,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[o:9][n:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[o:9][n:10][cH:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[o:9][n:10][cH:11]1,17.0,136.6152021,-20.493599341000863,233.1952662,123.63829529999998,0.19944193070516586
4897,5752,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][n:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[o:12][n:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[o:12][n:11]1,19.7,150.2133438,-13.09907170174788,194.62222649999998,175.80947669999998,0.17474836247453232
4898,5753,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[o:9][n:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[o:9][n:10][cH:11]1,[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[o:9][n:10][cH:11]1,20.7,150.2133438,-7.812611196776608,194.62222649999998,175.80947669999998,0.16380905301695511
4899,5754,[N:1]#[C:2][c:3]1[n:4][o:5][cH:6][cH:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[N:1]#[C:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,14.7,149.849388,-20.067415256803322,183.0258417,111.6214788,0.16505711473710963
4900,5755,[N:1]#[C:2][c:3]1[cH:4][cH:5][o:6][n:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[o:6][n:7]1,[N:1]#[C:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[o:6][n:7]1,10.8,149.849388,-32.49465718235542,183.0258417,111.6214788,0.18049675712507887
4901,5756,[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][cH:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,13.8,156.9151506,-22.018649444219943,152.59788179999998,149.1152013,0.15810662404010062
4902,5757,[CH3:1][O:2][c:3]1[cH:4][cH:5][o:6][n:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[o:6][n:7]1,[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[o:6][n:7]1,11.8,156.9151506,-30.897338007469298,152.59788179999998,149.1152013,0.17365225027375175
4904,5759,[N:1]#[C:2][c:3]1[cH:4][n:5][o:6][cH:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[N:1]#[C:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,9.1,148.31198849999998,-36.503447713951786,178.23166529999997,114.87825570000001,0.1844201816293219
4905,5760,[CH3:1][O:2][c:3]1[cH:4][o:5][n:6][cH:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[cH:4][o:5][n:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[CH3:1][O:2][c:3]1[cH:4][o:5][n:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,13.8,139.2758445,-24.374334534403587,140.6124408,143.4613362,0.1865877558344426
4906,5761,[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][cH:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,8.1,139.2758445,-35.20348984032288,140.6124408,143.4613362,0.18453842453751151
4907,5762,[N:1]#[C:2][c:3]1[cH:4][cH:5][n:6][o:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6][o:7]1,[N:1]#[C:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6][o:7]1,13.8,136.6152021,-20.86021013584956,178.087338,103.3257966,0.17736024026219832
4908,5763,[N:1]#[C:2][c:3]1[o:4][n:5][cH:6][cH:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[o:4][n:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[N:1]#[C:2][c:3]1[o:4][n:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,11.8,136.6152021,-28.99353353603603,178.087338,103.3257966,0.1924878517455856
4909,5764,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][o:7]1.[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6][o:7]1,[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6][o:7]1,15.0,150.2133438,-19.50693964013592,139.5142983,155.496978,0.1647887544067038
4911,5766,[N:1]#[C:2][c:3]1[n:4][o:5][cH:6][cH:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,[N:1]#[C:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,14.8,149.849388,-18.864404540733855,174.2281515,108.119973,0.16171038529945098
4912,5767,[N:1]#[C:2][c:3]1[cH:4][cH:5][o:6][n:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][n:11][cH:12][cH:13]2)[o:6][n:7]1,[N:1]#[C:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][n:11][cH:12][cH:13]2)[o:6][n:7]1,11.0,149.849388,-31.16601959172126,174.2281515,108.119973,0.17739818727761925
4913,5768,[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][cH:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,[CH3:1][O:2][c:3]1[n:4][o:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,13.7,156.9151506,-21.748885405251038,143.80019159999998,145.6136955,0.15660975124874602
4914,5769,[CH3:1][O:2][c:3]1[cH:4][cH:5][o:6][n:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][n:11][cH:12][cH:13]2)[o:6][n:7]1,[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:8]2[cH:9][cH:10][n:11][cH:12][cH:13]2)[o:6][n:7]1,11.8,156.9151506,-30.483536578201118,143.80019159999998,145.6136955,0.17233369872635204
4915,5770,[N:1]#[C:2][c:3]1[cH:4][o:5][n:6][cH:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[cH:4][o:5][n:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,[N:1]#[C:2][c:3]1[cH:4][o:5][n:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,14.5,148.31198849999998,-20.875980089678027,169.43397509999997,111.37674990000001,0.16814547695744106
4916,5771,[N:1]#[C:2][c:3]1[cH:4][n:5][o:6][cH:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,[N:1]#[C:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,9.6,148.31198849999998,-35.109791302206375,169.43397509999997,111.37674990000001,0.18309305893436384
4918,5773,[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][cH:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,[CH3:1][O:2][c:3]1[cH:4][n:5][o:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,8.4,139.2758445,-38.49188634167325,131.8147506,139.95983040000002,0.19849776011113415
4920,5775,[N:1]#[C:2][c:3]1[o:4][n:5][cH:6][cH:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[N:1]#[C:2][c:3]1[o:4][n:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,[N:1]#[C:2][c:3]1[o:4][n:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,12.2,136.6152021,-27.575437492244713,169.2896478,99.8242908,0.19022567288741252
4922,5777,[CH3:1][O:2][c:3]1[o:4][n:5][cH:6][cH:7]1.[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1>>[CH3:1][O:2][c:3]1[o:4][n:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,[CH3:1][O:2][c:3]1[o:4][n:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][n:11][cH:12][cH:13]1,16.0,150.2133438,-15.736212597278232,130.7166081,151.99547220000002,0.15889471397706226
4923,5778,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][o:7][n:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][c:9]1[C:10]#[N:11],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][c:9]1[C:10]#[N:11],19.1,149.849388,0.8125953294633353,226.0040016,62.5564719,0.12474994115603817
4924,5779,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[n:10][o:11]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[n:10][o:11]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[n:10][o:11]1,11.8,149.849388,-14.329930056837084,226.0040016,62.5564719,0.12656017673170972
4925,5780,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[n:8][o:9][cH:10][cH:11]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[n:8][o:9][cH:10]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[n:8][o:9][cH:10]1,19.6,156.9151506,-1.310540829720437,195.5760417,100.0501944,0.12908422378215031
4926,5781,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][o:10][n:11]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[n:11][o:10]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[n:11][o:10]1,14.0,156.9151506,-12.456392275002662,195.5760417,100.0501944,0.12891168290731853
4927,5782,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][o:7][cH:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][c:9]1[C:10]#[N:11],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][c:9]1[C:10]#[N:11],15.4,148.31198849999998,-3.1832565733377964,221.20982519999998,65.8132488,0.11456678895967268
4928,5783,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[o:6][n:7][cH:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][c:9]1[C:10]#[N:11],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][c:9]1[C:10]#[N:11],8.8,148.31198849999998,-18.140570500628456,221.20982519999998,65.8132488,0.1204911715570062
4929,5784,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][o:9][n:10][cH:11]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][o:9][n:10]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][o:9][n:10]1,17.4,139.2758445,-5.0803793183981085,183.59060069999998,94.3963293,0.1431704810750514
4930,5785,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][n:9][o:10][cH:11]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][n:9][o:10]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][n:9][o:10]1,12.4,139.2758445,-19.519106431482573,183.59060069999998,94.3963293,0.15910550243148075
4931,5786,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[o:10][n:11]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[o:10][n:11]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[o:10][n:11]1,15.7,136.6152021,-2.1541458210051228,221.06549790000003,54.2607897,0.12280531487427021
4932,5787,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][o:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][o:8][c:9]1[C:10]#[N:11],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][o:8][c:9]1[C:10]#[N:11],12.2,136.6152021,-8.698030944340832,221.06549790000003,54.2607897,0.12113597328690272
4933,5788,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][n:10][o:11]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[o:11][n:10]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[o:11][n:10]1,18.3,150.2133438,-0.48309924111805,182.49245820000002,106.4319711,0.12343477051709853
4934,5789,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[o:8][n:9][cH:10][cH:11]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[o:8][n:9][cH:10]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[c:7]([O:6][CH3:5])[o:8][n:9][cH:10]1,24.4,150.2133438,4.295408234117417,182.49245820000002,106.4319711,0.14813794380723513
4935,5802,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][nH:8][c:9]([C:10]#[N:11])[n:12]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH:8][c:9]([C:10]#[N:11])[n:12]1,[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH:8][c:9]([C:10]#[N:11])[n:12]1,26.2,134.3875416,10.418042756958297,182.4422574,111.8097318,0.1561973555852357
4936,5803,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][c:9]([C:10]#[N:11])[nH:12]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][c:9]([C:10]#[N:11])[nH:12]1,[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][c:9]([C:10]#[N:11])[nH:12]1,22.0,134.3875416,0.7277239745137354,182.4422574,111.8097318,0.16099809368596363
4937,5804,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][O:7][c:8]1[n:9][cH:10][cH:11][nH:12]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:10]1[n:9][c:8]([O:7][CH3:6])[nH:12][cH:11]1,[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:10]1[n:9][c:8]([O:7][CH3:6])[nH:12][cH:11]1,22.0,158.13252,2.9747042523362257,150.5270988,167.4698688,0.1297180862850468
