,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
1768,2015,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,11.7,106.49061504704362,-27.433069278442776,178.6357007912071,267.6153593786265,0.2386739397457072
1770,2017,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][nH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.3,109.46192635287913,-27.13038292735313,207.910639304211,264.6329681287562,0.23629395466962058
1772,2019,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,11.4,107.99363515670916,-24.971152392836476,179.5998441782751,278.2524790542587,0.22117577727389182
1773,2022,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,12.0,107.50788217572199,-27.619085832793413,177.66453870475016,266.0788911034212,0.2400711686814826
1774,2023,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.7,107.50788217572199,-17.564203193160218,177.66453870475016,266.0788911034212,0.19981885199326635
1775,2024,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][nH:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.6,109.96618146619777,-15.851203177252067,217.93196396403863,258.2028888465233,0.2139348777501882
1776,2025,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,14.0,109.96618146619777,-24.00839078269327,217.93196396403863,258.2028888465233,0.23647447828621748
1777,2026,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.3,108.49132965287416,-14.709214671136548,191.28521303383096,272.06694606657356,0.20881491090627544
1778,2027,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,13.9,108.49132965287416,-24.813265856765874,191.28521303383096,272.06694606657356,0.24247682291804248
1779,2028,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.1,112.1426340126648,-18.78728920922342,218.01245153415343,258.86573958213296,0.21841509984370017
