,reaction_id,rxn_smiles,DG_TS
4184,4907,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][nH+:9][cH:10][cH:11][cH:12]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[cH:10][nH+:9][cH:8][c:7]([O:6][CH3:5])[cH:12]1,14.5
4185,4908,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][nH+:11][cH:12]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[cH:9][cH:8][c:7]([O:6][CH3:5])[cH:12][nH+:11]1,11.6
4186,4909,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11][nH+:12]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11][nH+:12]1,9.9
4187,4910,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1[C:11]#[N:12]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1[C:11]#[N:12],11.5
4188,4911,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][nH+:10][cH:11][cH:12]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[nH+:10][cH:9][cH:8][c:7]([O:6][CH3:5])[cH:12]1,12.5
4189,4912,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][nH+:10][cH:11][cH:12]1>>[C:1]([CH3:2])([F:3])([F:4])[c:12]1[c:7]([O:6][CH3:5])[cH:8][cH:9][nH+:10][cH:11]1,14.8
4190,4913,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[n:6][cH:7][cH:8][nH+:9][c:10]1[C:11]#[N:12]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][cH:8][n:9][c:10]1[C:11]#[N:12],7.6
4191,4915,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][cH:8][c:9]([C:10]#[N:11])[nH+:12]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][c:9]([C:10]#[N:11])[nH+:12]1,7.0
4192,4916,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([CH3:2])([F:3])([F:4])[c:12]1[c:7]([O:6][CH3:5])[n:8][cH:9][cH:10][nH+:11]1,6.8
4193,4917,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][nH+:12]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[nH+:9][cH:8][c:7]([O:6][CH3:5])[n:12][cH:11]1,10.2
4194,4918,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][nH+:12]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[cH:10][n:9][cH:8][c:7]([O:6][CH3:5])[nH+:12]1,9.7
4195,4919,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][s:7][c:8]([C:9]#[N:10])[nH+:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][s:7][c:8]([C:9]#[N:10])[nH+:11]1,14.2
4196,4920,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH+:7][c:8]([C:9]#[N:10])[s:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][c:8]([C:9]#[N:10])[s:11]1,10.7
4197,4923,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][c:7]([C:8]#[N:9])[cH:10][s:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][c:7]([C:8]#[N:9])[cH:10][s:11]1,8.3
4198,4924,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[s:6][cH:7][nH+:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[s:6][cH:7][nH+:8][c:9]1[C:10]#[N:11],10.3
4199,4925,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][s:9][cH:10][nH+:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[s:9][cH:8][c:7]([O:6][CH3:5])[nH+:11]1,8.1
4200,4926,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][cH:9][s:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[nH+:8][cH:9][s:10]1,12.5
4201,4927,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][cH:7][c:8]([C:9]#[N:10])[s:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][c:8]([C:9]#[N:10])[s:11]1,7.2
4202,4928,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][cH:7][s:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][s:8][c:9]1[C:10]#[N:11],10.5
4203,4929,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][nH+:9][cH:10][s:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[nH+:9][cH:8][c:7]([O:6][CH3:5])[s:11]1,8.7
4204,4930,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[s:8][cH:9][nH+:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[s:8][cH:9][nH+:10]1,13.8
4205,4931,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][s:7][nH+:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][s:7][nH+:8][c:9]1[C:10]#[N:11],15.9
4206,4932,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[nH+:10][s:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[nH+:10][s:11]1,8.0
4207,4933,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][s:9][cH:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[nH+:8][s:9][cH:10]1,14.4
4208,4934,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][s:10][nH+:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[nH+:11][s:10]1,11.3
4209,4935,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][s:7][cH:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][s:7][cH:8][c:9]1[C:10]#[N:11],8.1
4210,4936,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[s:6][nH+:7][cH:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[s:6][nH+:7][cH:8][c:9]1[C:10]#[N:11],7.5
4211,4937,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][s:9][nH+:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][s:9][nH+:10]1,8.4
4212,4938,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][nH+:9][s:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][nH+:9][s:10]1,8.6
4213,4939,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[s:10][nH+:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[s:10][nH+:11]1,7.4
4214,4940,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH+:7][s:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][s:8][c:9]1[C:10]#[N:11],10.2
4215,4941,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][nH+:10][s:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[s:11][nH+:10]1,10.8
4216,4942,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[s:8][nH+:9][cH:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[s:8][nH+:9][cH:10]1,18.5
4217,4943,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][o:7][c:8]([C:9]#[N:10])[nH+:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][c:8]([C:9]#[N:10])[nH+:11]1,15.5
4218,4944,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH+:7][c:8]([C:9]#[N:10])[o:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][c:8]([C:9]#[N:10])[o:11]1,10.8
4219,4945,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][cH:9][cH:10][o:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:9]1[nH+:8][c:7]([O:6][CH3:5])[o:11][cH:10]1,14.5
4220,4946,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][cH:9][cH:10][o:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[cH:9][nH+:8][c:7]([O:6][CH3:5])[o:11]1,12.2
4221,4947,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][c:7]([C:8]#[N:9])[cH:10][o:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][c:7]([C:8]#[N:9])[cH:10][o:11]1,7.8
4222,4948,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[o:6][cH:7][nH+:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][nH+:8][c:9]1[C:10]#[N:11],9.3
4223,4949,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][o:9][cH:10][nH+:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[o:9][cH:8][c:7]([O:6][CH3:5])[nH+:11]1,7.6
4224,4950,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][cH:9][o:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[nH+:8][cH:9][o:10]1,9.8
4225,4951,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][cH:7][c:8]([C:9]#[N:10])[o:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][c:8]([C:9]#[N:10])[o:11]1,7.2
4226,4952,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][cH:7][o:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][o:8][c:9]1[C:10]#[N:11],11.2
4227,4953,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][nH+:9][cH:10][o:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[nH+:9][cH:8][c:7]([O:6][CH3:5])[o:11]1,7.8
4228,4954,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[o:8][cH:9][nH+:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[o:8][cH:9][nH+:10]1,17.4
4229,4955,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][o:7][nH+:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][nH+:8][c:9]1[C:10]#[N:11],17.6
4230,4956,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[nH+:10][o:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[nH+:10][o:11]1,7.8
4231,4957,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][o:9][cH:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[nH+:8][o:9][cH:10]1,17.0
4232,4958,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][o:10][nH+:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[nH+:11][o:10]1,10.9
4233,4959,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH+:6][o:7][cH:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][o:7][cH:8][c:9]1[C:10]#[N:11],9.7
4234,4960,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[o:6][nH+:7][cH:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[o:6][nH+:7][cH:8][c:9]1[C:10]#[N:11],6.7
4235,4961,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][o:9][nH+:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][o:9][nH+:10]1,10.8
4236,4962,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][nH+:9][o:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[cH:8][nH+:9][o:10]1,7.8
4237,4963,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[o:10][nH+:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[o:10][nH+:11]1,9.5
4238,4964,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH+:7][o:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][o:8][c:9]1[C:10]#[N:11],12.2
4239,4965,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][nH+:10][o:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[o:11][nH+:10]1,13.2
4240,4966,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[o:8][nH+:9][cH:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[o:8][nH+:9][cH:10]1,22.0
4241,4967,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH:6][cH:7][c:8]([C:9]#[N:10])[nH+:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH:6][cH:7][c:8]([C:9]#[N:10])[nH+:11]1,12.0
4242,4968,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[nH:6][cH:7][nH+:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[nH:6][cH:7][nH+:8][c:9]1[C:10]#[N:11],12.2
4243,4969,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][nH:9][cH:10][nH+:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:10]1[nH:9][cH:8][c:7]([O:6][CH3:5])[nH+:11]1,11.3
4244,4970,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][cH:9][nH:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[nH+:8][cH:9][nH:10]1,13.4
4245,4971,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH:7][nH+:8][c:9]1[C:10]#[N:11]>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][nH+:8][c:9]1[C:10]#[N:11],15.5
4246,4972,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[nH+:10][nH:11]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[nH+:10][nH:11]1,13.4
4247,4973,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[nH+:8][nH:9][cH:10][cH:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:11]1[c:7]([O:6][CH3:5])[nH+:8][nH:9][cH:10]1,19.4
4248,4974,[C:1]([CH3:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][nH:10][nH+:11]1>>[C:1]([CH3:2])([F:3])([F:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[nH+:11][nH:10]1,14.3
4249,4975,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][cH:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([C:7]#[N:6])[nH+:9][cH:10][cH:11][cH:12]1,18.6
4250,4976,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[nH+:13][cH:12][cH:11]1,16.8
4251,4977,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[cH:10][cH:9][c:8]([C:7]#[N:6])[nH+:13][cH:12]1,17.8
4252,4978,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[cH:11][cH:10][cH:9][c:8]([C:7]#[N:6])[nH+:13]1,17.8
4253,4979,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][cH:10][cH:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([O:7][CH3:6])[nH+:9][cH:10][cH:11][cH:12]1,17.6
4254,4980,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[nH+:13][cH:12][cH:11]1,17.7
4255,4981,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[cH:10][cH:9][c:8]([O:7][CH3:6])[nH+:13][cH:12]1,20.8
4256,4982,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[cH:11][cH:10][cH:9][c:8]([O:7][CH3:6])[nH+:13]1,17.5
4257,4983,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][cH:11][nH+:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([C:7]#[N:6])[cH:9][cH:10][cH:11][nH+:12]1,17.0
4258,4984,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][nH+:10][cH:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([C:7]#[N:6])[cH:9][nH+:10][cH:11][cH:12]1,16.1
4259,4985,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][nH+:10][cH:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[cH:11][nH+:10][cH:9][c:8]([C:7]#[N:6])[cH:13]1,20.2
4260,4986,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][cH:11][nH+:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[cH:10][cH:9][c:8]([C:7]#[N:6])[cH:13][nH+:12]1,17.0
4261,4987,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][cH:11][nH+:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([O:7][CH3:6])[cH:9][cH:10][cH:11][nH+:12]1,14.9
4262,4988,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][nH+:10][cH:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([O:7][CH3:6])[cH:9][nH+:10][cH:11][cH:12]1,15.6
4263,4990,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][cH:11][nH+:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:13][nH+:12]1,17.3
4264,4991,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][nH+:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[nH+:11][cH:10][cH:9][c:8]([C:7]#[N:6])[cH:13]1,17.3
4265,4992,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][nH+:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([C:7]#[N:6])[cH:9][cH:10][nH+:11][cH:12]1,17.6
4266,4993,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][nH+:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[nH+:11][cH:10][cH:9][c:8]([O:7][CH3:6])[cH:13]1,19.3
4267,4994,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][nH+:11][cH:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([O:7][CH3:6])[cH:9][cH:10][nH+:11][cH:12]1,18.6
4268,4995,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][cH:11][n:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([C:7]#[N:6])[n:9][cH:10][cH:11][nH+:12]1,15.3
4269,4996,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][n:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH+:10][cH:9][c:8]([C:7]#[N:6])[n:13][cH:12]1,14.2
4270,4997,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][n:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[cH:11][n:10][cH:9][c:8]([C:7]#[N:6])[nH+:13]1,14.7
4271,4998,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][cH:10][cH:11][n:12][cH:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:13]1[c:8]([O:7][CH3:6])[n:9][cH:10][cH:11][nH+:12]1,12.8
4272,4999,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][n:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH+:10][cH:9][c:8]([O:7][CH3:6])[n:13][cH:12]1,15.9
4273,5000,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][n:10][cH:11][cH:12][nH+:13]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[cH:11][n:10][cH:9][c:8]([O:7][CH3:6])[nH+:13]1,15.5
4274,5001,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][cH:11][s:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[nH+:9][c:8]([C:7]#[N:6])[s:12][cH:11]1,20.9
4275,5002,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][cH:11][s:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[cH:10][nH+:9][c:8]([C:7]#[N:6])[s:12]1,17.2
4276,5005,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][s:10][cH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[s:10][cH:9][c:8]([C:7]#[N:6])[nH+:12]1,15.8
4277,5006,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][s:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[nH+:9][cH:10][s:11]1,16.8
4278,5007,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][s:10][cH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[s:10][cH:9][c:8]([O:7][CH3:6])[nH+:12]1,14.0
4279,5008,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][cH:10][s:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[nH+:9][cH:10][s:11]1,16.3
4280,5009,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][nH+:10][cH:11][s:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH+:10][cH:9][c:8]([C:7]#[N:6])[s:12]1,15.0
4281,5010,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[s:9][cH:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[s:9][cH:10][nH+:11]1,18.0
4282,5011,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][nH+:10][cH:11][s:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH+:10][cH:9][c:8]([O:7][CH3:6])[s:12]1,14.5
